date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:33:38	8097/8097	---M--	200	added ('OK')	application/javascript	etag:W/%221fa1-1882065fc7d%22	https://daniapi.my.id/assets/home/js/jquery.easing.1.3.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/js/jquery.easing.1.3.js	(from https://daniapi.my.id/)
02:33:39	22953/22953	---M--	200	added ('OK')	application/javascript	etag:W/%2259a9-1882065fc81%22	https://daniapi.my.id/assets/home/js/jquery.masonry.min.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/js/jquery.masonry.min.js	(from https://daniapi.my.id/)
02:33:41	84265/84265	---M--	200	added ('OK')	application/javascript	etag:W/%2214929-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/slick.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/slick.js	(from https://daniapi.my.id/)
02:33:42	41953/41953	---M--	200	added ('OK')	application/javascript	etag:W/%22a3e1-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/slick.min.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/slick.min.js	(from https://daniapi.my.id/)
02:33:42	27338/27338	---M--	200	added ('OK')	application/javascript	etag:W/%226aca-1882065fc81%22	https://daniapi.my.id/assets/home/js/plugins.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/js/plugins.js	(from https://daniapi.my.id/)
02:33:43	3912/3912	---M--	200	added ('OK')	application/javascript	etag:W/%22f48-1882065fc81%22	https://daniapi.my.id/assets/home/js/main.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/js/main.js	(from https://daniapi.my.id/)
02:33:45	421288/421288	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266da8-1882065fc65%22	https://daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon.eot?dcpptv	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon9872.eot	(from https://daniapi.my.id/assets/home/css/iconfont.css)
02:33:46	421064/421064	---M--	200	added ('OK')	font/ttf	etag:W/%2266cc8-1882065fc75%22	https://daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon.ttf?dcpptv	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon9872.ttf	(from https://daniapi.my.id/assets/home/css/iconfont.css)
02:33:47	421140/421140	---M--	200	added ('OK')	font/woff	etag:W/%2266d14-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon.woff?dcpptv	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon9872.woff	(from https://daniapi.my.id/assets/home/css/iconfont.css)
02:33:48	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/ajax-loader.gif	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/ajax-loader.gif	(from https://daniapi.my.id/assets/home/css/slick/slick-theme.css)
02:33:49	1833999/1833999	---M--	200	added ('OK')	image/svg+xml	etag:W/%221bfc0f-1882065fc71%22	https://daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon.svg?dcpptv	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/bootstrapThemesCo-icon9872.svg	(from https://daniapi.my.id/assets/home/css/iconfont.css)
02:33:49	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/fonts/slick.eot	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/fonts/slick.eot	(from https://daniapi.my.id/assets/home/css/slick/slick-theme.css)
02:33:50	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/fonts/slick.eot?	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/fonts/slickd41d.eot	(from https://daniapi.my.id/assets/home/css/slick/slick-theme.css)
02:33:51	1380/1380	---M--	200	added ('OK')	font/woff	etag:W/%22564-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/fonts/slick.woff	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/fonts/slick.woff	(from https://daniapi.my.id/assets/home/css/slick/slick-theme.css)
02:33:52	1892/1892	---M--	200	added ('OK')	font/ttf	etag:W/%22764-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/fonts/slick.ttf	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/fonts/slick.ttf	(from https://daniapi.my.id/assets/home/css/slick/slick-theme.css)
02:33:53	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:W/%22868-1882065fc5d%22	https://daniapi.my.id/assets/home/css/slick/fonts/slick.svg	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/slick/fonts/slick.svg	(from https://daniapi.my.id/assets/home/css/slick/slick-theme.css)
02:33:55	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2210d0b-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.eot?v=4.4.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfont93e3.eot	(from https://daniapi.my.id/assets/home/css/font-awesome.min.css)
02:33:56	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2210d0b-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.eot?	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfontd41d.eot	(from https://daniapi.my.id/assets/home/css/font-awesome.min.css)
02:33:56	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.woff2?v=4.4.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfont93e3.html	(from https://daniapi.my.id/assets/home/css/font-awesome.min.css)
02:33:58	81284/81284	---M--	200	added ('OK')	font/woff	etag:W/%2213d84-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.woff?v=4.4.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfont93e3.woff	(from https://daniapi.my.id/assets/home/css/font-awesome.min.css)
02:33:59	138204/138204	---M--	200	added ('OK')	font/ttf	etag:W/%2221bdc-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.ttf?v=4.4.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfont93e3.ttf	(from https://daniapi.my.id/assets/home/css/font-awesome.min.css)
02:33:59	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.svg?v=4.4.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfont93e3-2.html	(from https://daniapi.my.id/assets/home/css/font-awesome.min.css)
02:34:00	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/css/fancybox_sprite.png	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/fancybox_sprite.html	(from https://daniapi.my.id/assets/home/css/jquery.fancybox.css)
02:34:01	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/css/fancybox_loading.gif	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/fancybox_loading.html	(from https://daniapi.my.id/assets/home/css/jquery.fancybox.css)
02:34:02	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/css/blank.gif	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/blank.html	(from https://daniapi.my.id/assets/home/css/jquery.fancybox.css)
02:34:03	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/css/fancybox_overlay.png	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/fancybox_overlay.html	(from https://daniapi.my.id/assets/home/css/jquery.fancybox.css)
02:34:04	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/css/fancybox_sprite@2x.png	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/fancybox_sprite@2x.html	(from https://daniapi.my.id/assets/home/css/jquery.fancybox.css)
02:34:05	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/css/fancybox_loading@2x.gif	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/css/fancybox_loading@2x.html	(from https://daniapi.my.id/assets/home/css/jquery.fancybox.css)
02:34:06	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.eot	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.html	(from https://daniapi.my.id/assets/home/css/bootstrap.css)
02:34:07	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.eot?	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/glyphicons-halflings-regulard41d.html	(from https://daniapi.my.id/assets/home/css/bootstrap.css)
02:34:08	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.woff2	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular-2.html	(from https://daniapi.my.id/assets/home/css/bootstrap.css)
02:34:09	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.woff	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular-3.html	(from https://daniapi.my.id/assets/home/css/bootstrap.css)
02:34:10	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.ttf	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular-4.html	(from https://daniapi.my.id/assets/home/css/bootstrap.css)
02:34:11	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.svg	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular-5.html	(from https://daniapi.my.id/assets/home/css/bootstrap.css)
02:34:13	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2210d0b-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.eot?v=4.3.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfonte0a5.eot	(from https://daniapi.my.id/assets/home/css/plugins.css)
02:34:13	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.woff2?v=4.3.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfonte0a5.html	(from https://daniapi.my.id/assets/home/css/plugins.css)
02:34:15	81284/81284	---M--	200	added ('OK')	font/woff	etag:W/%2213d84-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.woff?v=4.3.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfonte0a5.woff	(from https://daniapi.my.id/assets/home/css/plugins.css)
02:34:16	138204/138204	---M--	200	added ('OK')	font/ttf	etag:W/%2221bdc-1882065fc7d%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.ttf?v=4.3.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfonte0a5.ttf	(from https://daniapi.my.id/assets/home/css/plugins.css)
02:34:16	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.svg?v=4.3.0	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/fonts/fontawesome-webfonte0a5-2.html	(from https://daniapi.my.id/assets/home/css/plugins.css)
02:34:17	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/images/loading.gif	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/images/loading.html	(from https://daniapi.my.id/assets/home/css/style.css)
02:34:18	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/images/homebg.jpg	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/images/homebg.html	(from https://daniapi.my.id/assets/home/css/style.css)
02:34:19	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/images/counterbg.jpg	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/images/counterbg.html	(from https://daniapi.my.id/assets/home/css/style.css)
02:34:20	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/images/teambg.jpg	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/images/teambg.html	(from https://daniapi.my.id/assets/home/css/style.css)
02:34:21	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/images/teambg2.png	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/images/teambg2.html	(from https://daniapi.my.id/assets/home/css/style.css)
02:34:22	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/images/testbg.jpg	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/images/testbg.html	(from https://daniapi.my.id/assets/home/css/style.css)
02:34:23	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/home/images/trailbg.jpg	https://daniapi.my.id/httrack/daniapi.my.id/assets/home/images/trailbg.html	(from https://daniapi.my.id/assets/home/css/style.css)
02:34:25	335915/335915	---M--	200	added ('OK')	text/css	etag:W/%225202b-1882065fc29%22	https://daniapi.my.id/assets/css/styles.min.css	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/styles.min.css	(from https://daniapi.my.id/pages/dashboard)
02:34:25	224/224	---M--	200	added ('OK')	text/css	etag:W/%22e0-1882065fbd1%22	https://daniapi.my.id/assets/css/example-code.css	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/example-code.css	(from https://daniapi.my.id/pages/dashboard)
02:34:27	46/46	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Jun%202023%2002:34:27%20GMT	https://daniapi.my.id/pages/home	https://daniapi.my.id/httrack/daniapi.my.id/pages/home.47.delayed	(from https://daniapi.my.id/pages/dashboard)
02:34:28	5896/5896	---M--	200	added ('OK')	text/html	etag:W/%221708-18821c15be4%22	https://daniapi.my.id/pages/profile	https://daniapi.my.id/httrack/daniapi.my.id/pages/profile.html	(from https://daniapi.my.id/pages/dashboard)
02:34:29	13928/13928	---M--	200	added ('OK')	text/html	etag:W/%223668-18821c296a0%22	https://daniapi.my.id/pages/account	https://daniapi.my.id/httrack/daniapi.my.id/pages/account.html	(from https://daniapi.my.id/pages/dashboard)
02:34:30	3993319/3993319	---M--	200	added ('OK')	audio/mpeg	etag:W/%223ceee7-1882065fbd1%22	https://daniapi.my.id/assets/audio/music.mp3	https://daniapi.my.id/httrack/daniapi.my.id/assets/audio/music.mp3	(from https://daniapi.my.id/pages/dashboard)
02:34:30	1147/1147	---M--	200	added ('OK')	text/html	etag:W/%2247b-1882065fdf1%22	https://daniapi.my.id/auth/logout	https://daniapi.my.id/httrack/daniapi.my.id/auth/logout.html	(from https://daniapi.my.id/pages/dashboard)
02:34:32	32682/32682	---M--	200	added ('OK')	text/html	etag:W/%227faa-18821c3b274%22	https://daniapi.my.id/features/downloader	https://daniapi.my.id/httrack/daniapi.my.id/features/downloader.html	(from https://daniapi.my.id/pages/dashboard)
02:34:32	14249/14249	---M--	200	added ('OK')	text/html	etag:W/%2237a9-18821c36f88%22	https://daniapi.my.id/features/searcher	https://daniapi.my.id/httrack/daniapi.my.id/features/searcher.html	(from https://daniapi.my.id/pages/dashboard)
02:34:33	15492/15492	---M--	200	added ('OK')	image/png	etag:W/%223c84-1882065fc85%22	https://daniapi.my.id/assets/img/backgrounds/rocket.png	https://daniapi.my.id/httrack/daniapi.my.id/assets/img/backgrounds/rocket.png	(from https://daniapi.my.id/pages/dashboard)
02:34:35	88151/88151	---M--	200	added ('OK')	application/javascript	etag:W/%2215857-1882065fd8d%22	https://daniapi.my.id/assets/libs/jquery/dist/jquery.min.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/libs/jquery/dist/jquery.min.js	(from https://daniapi.my.id/pages/dashboard)
02:34:36	80599/80599	---M--	200	added ('OK')	application/javascript	etag:W/%2213ad7-1882065fd29%22	https://daniapi.my.id/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://daniapi.my.id/pages/dashboard)
02:34:36	1846/1846	---M--	200	added ('OK')	application/javascript	etag:W/%22736-1882065fc89%22	https://daniapi.my.id/assets/js/sidebarmenu.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/js/sidebarmenu.js	(from https://daniapi.my.id/pages/dashboard)
02:34:37	1263/1263	---M--	200	added ('OK')	application/javascript	etag:W/%224ef-1882065fc89%22	https://daniapi.my.id/assets/js/app.min.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/js/app.min.js	(from https://daniapi.my.id/pages/dashboard)
02:34:39	503168/503168	---M--	200	added ('OK')	application/javascript	etag:W/%227ad80-1882065fcc5%22	https://daniapi.my.id/assets/libs/apexcharts/dist/apexcharts.min.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/libs/apexcharts/dist/apexcharts.min.js	(from https://daniapi.my.id/pages/dashboard)
02:34:40	171895/171895	---M--	200	added ('OK')	application/javascript	etag:W/%2229f77-1882065fdb9%22	https://daniapi.my.id/assets/libs/simplebar/dist/simplebar.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/libs/simplebar/dist/simplebar.js	(from https://daniapi.my.id/pages/dashboard)
02:34:40	4775/4775	---M--	200	added ('OK')	application/javascript	etag:W/%2212a7-1882828f831%22	https://daniapi.my.id/assets/js/dashboard.js	https://daniapi.my.id/httrack/daniapi.my.id/assets/js/dashboard.js	(from https://daniapi.my.id/pages/dashboard)
02:34:41	0/-1	---M--	302	error ('')			https://daniapi.my.id/pages/home	https://daniapi.my.id/httrack/daniapi.my.id/pages/home.55.delayed	(from https://daniapi.my.id/pages/pricing)
02:34:41	76/76	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Jun%202023%2002:34:41%20GMT	https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.56.delayed	(from https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.woff2?v=4.4.0)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.57.delayed	(from https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.svg?v=4.4.0)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.58.delayed	(from https://daniapi.my.id/assets/home/css/fancybox_sprite.png)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.59.delayed	(from https://daniapi.my.id/assets/home/css/fancybox_loading.gif)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.5a.delayed	(from https://daniapi.my.id/assets/home/css/blank.gif)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.5b.delayed	(from https://daniapi.my.id/assets/home/css/fancybox_overlay.png)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.5c.delayed	(from https://daniapi.my.id/assets/home/css/fancybox_sprite@2x.png)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.5d.delayed	(from https://daniapi.my.id/assets/home/css/fancybox_loading@2x.gif)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.5e.delayed	(from https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.eot)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.5f.delayed	(from https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.eot?)
